Rank,County-equivalent,State,Per capita income,Median household income,Median family income,Population,Number of households
2446,Warren,Tennessee,19531,34641,43922,39861,15366
2447,Grundy,Missouri,19527,37964,47000,10282,4148
2448,Jones,Mississippi,19519,38074,43888,68174,24677
2449,Mahnomen,Minnesota,19517,40282,47781,5475,2058
2450,Polk,Missouri,19511,39512,49245,31088,11937
2451,Alleghany,North Carolina,19510,35170,40767,11046,4793
2452,Franklin,Washington,19503,55177,57710,81835,23445
2453,Upshur,West Virginia,19498,39381,49740,24371,9011
2454,Polk,Texas,19498,37855,45690,45620,16980
2455,Whitfield,Georgia,19497,40471,45728,102556,34450
2456,Wayne,West Virginia,19497,36964,46749,42007,16555
2457,Chaves,New Mexico,19492,39131,48169,65627,23499
2458,Barry,Missouri,19489,38710,47663,35614,13464
2459,Alamosa,Colorado,19487,34520,49889,15933,5891
2460,Chariton,Missouri,19481,39385,51356,7730,2958
2461,Edmonson,Kentucky,19481,37646,47637,12148,4766
2462,Sampson,North Carolina,19479,36496,43557,63687,23336
2463,Crawford,Arkansas,19477,39479,46113,61796,23368
2464,Fremont,Idaho,19475,44520,51964,13088,4549
2465,Bollinger,Missouri,19470,37716,45273,12408,4758
2466,Harrison,Missouri,19468,37739,44691,8871,3515
2467,Union,Kentucky,19464,39125,45143,15138,5586
2468,St. Helena,Louisiana,19457,33143,40590,11062,4130
2469,Moniteau,Missouri,19451,47118,59253,15657,5464
2470,Van Buren,Tennessee,19450,33547,41019,5562,2097
2471,Johnson,Kentucky,19445,34090,41981,23377,9154
2472,Simpson,Kentucky,19441,39546,47303,17443,6737
2473,Columbia,Arkansas,19439,35128,47472,24512,9449
2474,Scioto,Ohio,19437,35379,49280,78952,29452
2475,Johnson,Nebraska,19435,42364,53932,5182,1926
2476,Yakima,Washington,19433,43506,48946,244654,79679
2477,Peach,Georgia,19431,39844,52500,27481,9525
2478,Carroll,Kentucky,19429,40160,46281,10902,4269
2479,Beaver,Utah,19415,46660,56184,6529,2112
2480,Union,Louisiana,19412,35828,48125,22576,8532
2481,Treutlen,Georgia,19410,37894,46282,6817,2515
2482,Talladega,Alabama,19410,35439,43074,81845,31486
2483,Brooks,Georgia,19409,34419,46973,15885,6573
2484,Jackson,Ohio,19405,36356,44755,33034,13288
2485,Meigs,Tennessee,19403,35150,47672,11706,4776
2486,Putnam,Missouri,19397,36713,44309,4944,2230
2487,Knox,Texas,19396,34295,45208,3731,1557
2488,St. Landry,Louisiana,19387,35503,45574,83534,30935
2489,Bradley,Arkansas,19386,30409,39659,11418,4789
2490,Miller,Missouri,19385,35507,44911,24863,10034
2491,Carroll,Virginia,19385,32853,43349,29979,12572
2492,Perry,Ohio,19372,41446,48828,36051,13793
2493,Johnson,Arkansas,19366,31003,37119,25655,10046
2494,Coryell,Texas,19357,49819,56459,75966,20416
2495,LaGrange,Indiana,19356,47617,51922,37463,11833
2496,Titus,Texas,19356,42939,50325,32360,10725
2497,Jefferson,Arkansas,19353,37140,48562,75782,28367
2498,Limestone,Texas,19352,38823,49121,23417,7929
2499,Pike,Kentucky,19351,32961,42210,64473,26362
2500,Highland,Ohio,19348,39091,46643,43395,16918
2501,Bourbon,Kansas,19340,39591,50231,15004,5636
2502,Nottoway,Virginia,19337,36607,52837,15862,5673
2503,Mecosta,Michigan,19336,39470,50330,43007,15536
2504,Hampton,South Carolina,19332,34233,42588,20840,7470
2505,Shelby,Missouri,19331,35938,48274,6274,2597
2506,Fulton,Arkansas,19326,35522,41720,12266,5140
2507,Lewis,Missouri,19317,42071,49043,10193,3936
2508,Columbia,Florida,19306,38070,45003,67568,23604
2509,Parmer,Texas,19304,44943,47096,10159,3215
2510,Fleming,Kentucky,19304,32495,45490,14435,5539
2511,Bedford,Tennessee,19303,40759,47774,45339,16402
2512,Clarke,Georgia,19295,33060,50744,118864,41358
2513,Hickman,Kentucky,19292,34029,46549,4834,1983
2514,Chambers,Alabama,19291,32402,41040,34145,13722
2515,Hot Spring,Arkansas,19286,41193,49541,33182,12231
20%,,,19280,,,,
2516,Sullivan,Missouri,19279,36676,44783,6611,2640
2517,Columbus,North Carolina,19275,35761,45865,57761,21758
2518,Union,Mississippi,19273,38373,44772,27338,10322
2519,Comanche,Texas,19268,36020,45503,13829,5162
2520,Adair,Missouri,19258,34733,54609,25573,9648
2521,Nowata,Oklahoma,19256,39430,48694,10580,4050
2522,Butler,Missouri,19246,34969,43135,42946,17085
2523,Yuba,California,19244,44902,50648,72574,24300
2524,Chowan,North Carolina,19240,34420,43512,14782,5945
2525,Jay,Indiana,19236,40235,47376,21333,8179
2526,Caldwell,North Carolina,19228,34357,46628,82407,31417
2527,Jim Hogg,Texas,19212,36121,42775,5271,1805
2528,Carter,Kentucky,19204,36406,44210,27493,10319
2529,Jackson,Louisiana,19188,37388,45490,16217,6090
2530,Sanders,Montana,19188,32881,39650,11400,5149
2531,Gordon,Georgia,19177,40926,48810,55409,19066
2532,Camp,Texas,19176,37079,45781,12415,4475
2533,Idaho County,Idaho,19168,37349,44962,16269,6534
2534,Payette,Idaho,19165,43649,51998,22629,8056
2535,Fannin,Georgia,19164,34239,40855,23614,9940
2536,Bladen,North Carolina,19154,30164,43210,34969,14256
2537,Laurens,South Carolina,19153,37383,44778,66457,25184
2538,Alcorn,Mississippi,19145,33600,43320,37159,14679
2539,Logan,Kentucky,19143,36590,47378,26822,10912
2540,Blaine,Nebraska,19141,42917,45625,586,249
2541,Lawrence,Tennessee,19136,37368,47649,41927,15862
2542,Franklin,Arkansas,19135,36766,43053,18063,6769
2543,Polk,Arkansas,19116,32835,38275,20540,8069
2544,Sevier,Utah,19115,46229,53997,20798,7146
2545,Grayson,Kentucky,19115,32399,41216,25833,9897
2546,Cleburne,Alabama,19108,38019,46069,14945,5601
2547,Wise,Virginia,19107,36218,46628,41154,15406
2548,Iron,Missouri,19101,36387,44069,10505,4126
2549,McIntosh,Oklahoma,19100,36096,44470,20358,8092
2550,Houston,Texas,19090,33119,46557,23365,7889
2551,Woodruff,Arkansas,19087,28259,36902,7180,3070
2552,Allen,Kentucky,19086,40008,49378,20123,8061
2553,Webster,Georgia,19082,35718,51458,2769,1129
2554,Otero,Colorado,19078,33848,41943,18817,7427
2555,Del Norte,California,19072,37909,51470,28357,9593
2556,Isabella,Michigan,19061,36372,51563,70400,24817
2557,Lawrence,Missouri,19060,39334,47950,38488,14817
2558,Warren,North Carolina,19052,34285,44587,20792,7731
2559,Logan,Arkansas,19046,34996,46489,22221,8233
2560,Jefferson,Oklahoma,19042,34701,40847,6457,2456
2561,Schley,Georgia,19037,38425,52391,5017,1829
2562,Union,South Carolina,19037,32556,41390,28594,11854
2563,Hardy,West Virginia,19032,32723,43097,13922,5020
2564,Charles Mix,South Dakota,19030,40102,51780,9176,3191
2565,Wilkes,North Carolina,19029,33159,42083,69184,27512
2566,Lamar,Alabama,19026,36028,42470,14396,6084
2567,Montgomery,Arkansas,19021,31345,39469,9387,3873
2568,Gallatin,Kentucky,19020,43793,48984,8525,2995
2569,Grant,Louisiana,19018,39654,47832,22113,7340
2570,Carter,Tennessee,19018,31842,41010,57438,24079
2571,Seward,Kansas,19015,50185,52529,23146,7429
2572,Red River,Texas,19014,31712,42371,12709,5052
2573,Osceola,Florida,19007,43891,47839,279837,90413
2574,Saline,Missouri,19006,39519,46731,23324,8764
2575,Ohio County,Kentucky,19005,40830,44200,23955,8715
2576,Hall,Texas,19004,33006,45593,3310,1177
2577,Nolan,Texas,19002,36806,46282,15087,5527
2578,Evans,Georgia,18998,36788,46369,10902,4067
2579,Winston,Alabama,18995,32900,41113,24342,9489
2580,Oceana,Michigan,18986,40023,47419,26456,9537
2581,Clarke,Alabama,18979,29357,45518,25573,9631
2582,Ouachita,Arkansas,18975,32015,42354,25651,10733
2583,Wayne,Missouri,18970,33159,39465,13437,5589
2584,Montcalm,Michigan,18969,40451,47435,63234,23400
2585,Coleman,Texas,18967,31373,37887,8744,3478
2586,Heard,Georgia,18964,39909,49381,11708,4321
2587,Crosby,Texas,18959,38187,42379,6056,2164
2588,Bienville,Louisiana,18958,31543,42271,14229,5668
2589,Wyandotte,Kansas,18957,39402,47025,158348,57291
2590,Fremont,Colorado,18954,39943,48623,46850,16938
2591,Rhea,Tennessee,18952,36741,46526,32080,12096
2592,Prowers,Colorado,18941,34391,44481,12473,4935
2593,Petersburg City,Virginia,18936,34424,40559,32326,12456
2594,Scott,Arkansas,18934,37448,42333,11111,4324
2595,Tift,Georgia,18933,34591,41712,40537,13691
2596,McDowell,North Carolina,18932,35297,45874,44963,17252
2597,Wayne,Mississippi,18928,29925,38502,20675,8105
2598,Oneida,Idaho,18920,40842,46802,4257,1579
2599,Kleberg,Texas,18918,40566,48275,32052,11241
2600,Habersham,Georgia,18910,39306,48610,43181,14805
2601,Mississippi County,Arkansas,18905,36428,42286,45912,17058
2602,Bamberg,South Carolina,18902,31483,43317,15814,5883
2603,Lowndes,Georgia,18897,37365,49499,111334,39722
2604,Haskell,Oklahoma,18896,35334,46474,12849,4713
2605,Franklin,Alabama,18888,36415,46536,31666,12437
2606,Bingham,Idaho,18872,47941,54323,45485,14650
2607,Randolph,Arkansas,18871,34418,45492,17896,7244
2608,Marion,Kentucky,18865,38719,47360,19943,7368
2609,Montgomery,North Carolina,18865,31830,43038,27707,10610
2610,Newton,Mississippi,18864,39190,44720,21645,7931
2611,Barnwell,South Carolina,18862,35231,43818,22399,8416
2612,Patrick,Virginia,18860,34864,42547,18445,7846
2613,Allen,Louisiana,18857,38429,48306,25674,8099
2614,Noble,Ohio,18853,38290,43146,14639,4883
2615,Decatur,Iowa,18845,36326,46275,8308,3106
2616,Ware,Georgia,18842,34572,46455,36008,13460
2617,Yuma,Arizona,18840,41595,44302,199026,70122
2618,Gratiot,Michigan,18836,40359,50893,42148,14787
2619,Elbert,Georgia,18835,35817,41387,19907,7635
2620,Motley,Texas,18828,35845,40000,1182,433
2621,Meriwether,Georgia,18821,37333,43597,21695,8135
2622,Bristol City,Virginia,18820,32221,41025,17713,7674
2623,Chester,Tennessee,18817,41875,52983,17151,5936
2624,Meigs,Ohio,18816,35469,44783,23659,9560
2625,Hale,Alabama,18812,30051,38048,15594,5969
2626,Cherokee,Texas,18801,38378,46797,50865,17422
2627,Lamar,Georgia,18800,41016,49741,18139,6393
2628,Taylor,Kentucky,18790,36384,46250,24585,9708
2629,Martin,North Carolina,18783,35111,44633,24147,9444
2630,Van Buren,Arkansas,18782,32517,42607,17147,7063
2631,Washington County,North Carolina,18779,34936,43636,12958,5056
2632,Colleton,South Carolina,18769,33233,41716,38453,14905
2633,Luce,Michigan,18768,39469,45950,6550,2427
2634,Johnson,Illinois,18763,40760,50796,12665,4362
2635,Charlotte,Virginia,18762,33015,43384,12478,4751
2636,Sabine,Texas,18762,32963,37827,10604,4161
2637,Hoke,North Carolina,18761,45489,53584,48842,16161
2638,Fayette,Indiana,18757,37391,46311,24112,9536
2639,Madison,Arkansas,18754,35771,43373,15671,6048
2640,Yalobusha,Mississippi,18750,32930,46360,12554,4797
2641,Lamb,Texas,18744,36727,45304,13921,4803
2642,Trinity,Texas,18730,34555,44343,14460,5091
2643,Webster,Mississippi,18728,33524,45647,10129,4084
2644,Wilkinson,Mississippi,18717,33618,39966,9653,3496
2645,Toombs,Georgia,18716,31189,46442,27229,10310
2646,Haywood,Tennessee,18714,34542,43094,18531,7099
2647,Howard,Arkansas,18707,35879,40970,13748,5208
2648,Cross,Arkansas,18701,38085,48100,17760,6818
2649,Nevada County,Arkansas,18695,33694,42500,8948,3622
2650,San Augustine,Texas,18695,28390,41014,8855,3275
2651,Clay,Alabama,18694,34002,43598,13703,5649
2652,Neshoba,Mississippi,18693,37050,41449,29655,10829
2653,Fayette,West Virginia,18685,33771,42182,45889,17250
2654,Bailey,Texas,18676,46139,48681,7121,2358
2655,Torrance,New Mexico,18675,31161,45409,16185,5638
2656,Richland,Louisiana,18669,36835,45070,20816,7619
2657,Crockett,Tennessee,18664,36066,43693,14576,5619
2658,Lafayette,Florida,18660,39722,52627,8745,2710
2659,Pike,Missouri,18650,39850,52000,18579,6559
2660,Screven,Georgia,18640,34848,46591,14455,5165
2661,Braxton,West Virginia,18635,31848,43884,14524,5780
2662,Bullock,Alabama,18628,32033,44933,10746,3741
2663,Laurens,Georgia,18625,34793,43935,48203,17632
2664,Baldwin,Georgia,18622,32751,48719,46018,16338
2665,Dougherty,Georgia,18619,31671,38145,94220,35661
2666,Fulton,Kentucky,18602,33582,39274,6650,2744
2667,Benton,Mississippi,18597,31060,42436,8682,3195
2668,Cook,Georgia,18592,34985,43780,17066,6308
2669,Bulloch,Georgia,18587,35840,52100,71190,25254
2670,Claiborne,Tennessee,18583,33229,42766,31915,12553
2671,Cherokee,Oklahoma,18582,37260,49379,47488,16875
2672,Harmon,Oklahoma,18582,26688,36597,2894,1106
2673,Stone,Mississippi,18576,42963,50491,17854,5871
2674,Pontotoc,Mississippi,18576,39899,50403,30207,9937
2675,Orange,Indiana,18576,38826,46454,19829,7688
2676,Bacon,Georgia,18558,33757,48115,11159,4036
2677,Stephens,Georgia,18557,37898,46972,25910,9227
2678,Worth,Georgia,18551,35792,44411,21670,7851
2679,Gulf,Florida,18546,40455,44574,15793,5414
2680,St. Francois,Missouri,18544,37238,46537,65602,24654
2681,Dent,Missouri,18544,36311,42356,15649,5858
2682,Pushmataha,Oklahoma,18542,29897,38834,11406,4900
2683,Houston,Tennessee,18539,35271,44637,8375,3423
2684,Clay,Arkansas,18509,31502,41121,15790,6814
2685,Bland,Virginia,18501,42139,48906,6795,2480
2686,Winston,Mississippi,18501,30821,40589,19052,7635
2687,Bethel Census Area,Alaska,18497,51689,53224,17356,4358
2688,Anderson,Texas,18495,40653,52077,58262,16378
2689,Fayette,Alabama,18494,33838,44034,17110,6956
2690,Coosa,Alabama,18493,37277,46777,11198,4506
2691,Tippah,Mississippi,18493,34636,41358,22080,8472
2692,Union,New Mexico,18472,38902,48350,4458,1606
2693,Lincoln,West Virginia,18458,35487,42293,21660,8416
2694,Benton,Tennessee,18456,33033,39526,16398,6892
2695,Buena Vista City,Virginia,18453,36591,49429,6699,2738
2696,Reynolds,Missouri,18449,34496,39632,6661,2664
2697,Knott,Kentucky,18448,33889,43684,16217,5892
2698,Greene,North Carolina,18441,40853,50781,21382,7104
2699,Suwannee,Florida,18431,35698,43716,42865,15712
2700,Kings,California,18429,48133,50489,151806,40785
2701,McNairy,Tennessee,18428,33452,41545,26066,9736
2702,Attala,Mississippi,18422,31641,41356,19383,7185
2703,Crawford,Missouri,18415,35897,44985,24711,9485
2704,Hyde,North Carolina,18408,42279,42048,5771,2148
2705,Hidalgo,New Mexico,18392,34080,37432,4834,1837
2706,Jackson,Tennessee,18387,33386,42800,11527,4493
2707,Hickman,Tennessee,18383,39581,47683,24428,8846
2708,El Paso,Texas,18379,40157,44619,813015,255573
2709,Wyoming County,West Virginia,18377,34454,47602,23479,9101
2710,Putnam,Florida,18377,32497,40802,73683,28047
2711,Pike,Arkansas,18377,32206,37440,11250,4325
2712,Gooding,Idaho,18373,37050,45093,15278,5552
2713,Lowndes,Alabama,18368,26230,40783,11086,4212
2714,Overton,Tennessee,18347,34604,43587,22109,8815
2715,Cherokee,North Carolina,18340,34432,43178,27243,10722
2716,Tishomingo,Mississippi,18338,32592,40949,19582,7643
2717,Polk,Georgia,18336,39208,48675,41308,14645
2718,Ottawa,Oklahoma,18331,36473,44106,32029,12134
2719,Carroll,Tennessee,18330,35049,45351,28525,11022
2720,Seminole,Oklahoma,18321,33819,42751,25443,9327
2721,Copiah,Mississippi,18318,35421,45769,29204,9897
2722,Simpson,Mississippi,18314,38362,44651,27439,9786
2723,Levy,Florida,18304,34348,41278,40289,15582
2724,Clay,Mississippi,18273,30764,39169,20539,7750
2725,Hughes,Oklahoma,18268,34619,44973,13838,4920
2726,Menard,Texas,18253,31215,41250,2213,871
2727,Carter,Missouri,18245,30962,40597,6260,2426
2728,Cherokee,South Carolina,18240,34202,43439,55587,20762
2729,Adams,Ohio,18235,35678,43771,28406,10816
2730,Franklin,Georgia,18234,34830,45934,21998,8618
2731,Perry,Kentucky,18224,33528,40814,28488,10801
2732,Dickenson,Virginia,18215,33318,41314,15749,6352
2733,Irwin,Georgia,18207,40771,50125,9571,3277
2734,White,Tennessee,18205,34474,42357,25986,9729
2735,Pershing,Nevada,18203,52101,56250,6752,2091
2736,Marion,Arkansas,18188,34494,42333,16605,7036
2737,Crisp,Georgia,18185,35240,42934,23521,8832
2738,Pike,Mississippi,18183,34841,41288,40269,14614
2739,Merced,California,18177,42591,47456,258707,75409
2740,Bronx,New York,18171,34388,38843,1397315,474842
2741,Monroe,Mississippi,18167,36308,45361,36652,13960
2742,Benson,North Dakota,18162,36491,40821,6721,2291
2743,Schuyler,Missouri,18160,34688,45269,4397,1773
2744,Dallas,Missouri,18155,40120,44382,16733,6443
2745,DeKalb,Alabama,18149,37851,45213,71076,24923
2746,Clare,Michigan,18148,32668,40297,30823,13215
2747,Le Flore,Oklahoma,18141,36542,44408,50062,18412
2748,Prairie,Arkansas,18137,34855,43408,8573,3737
2749,Butler,Kentucky,18136,35430,45314,12746,5124
2750,Abbeville,South Carolina,18134,35947,47211,25233,9809
2751,Sequoyah,Oklahoma,18131,35742,42828,41834,15624
2752,Marion,Mississippi,18126,29400,38941,26674,9985
2753,Dodge,Georgia,18114,37292,50116,21502,8186
2754,Juab,Utah,18108,55247,57207,10300,3016
2755,Itawamba,Mississippi,18106,36073,45142,23366,8859
2756,Socorro,New Mexico,18104,34036,44076,17756,5329
2757,Breckinridge,Kentucky,18101,38907,46870,20059,7213
2758,Vinton,Ohio,18101,36705,41674,13365,5191
2759,Osceola,Michigan,18099,37788,45839,23404,8987
2760,Chester,South Carolina,18098,33103,42089,32879,12368
2761,Randolph,Georgia,18094,30023,35914,7498,3020
2762,Nodaway,Missouri,18079,36641,56449,23347,8599
2763,Jasper,Mississippi,18075,31170,37218,16827,7015
2764,Panola,Mississippi,18073,35715,41849,34558,11928
2765,Clarke,Mississippi,18066,31362,41518,16614,6305
2766,Decatur,Georgia,18059,30619,42523,27676,10525
2767,Oscoda,Michigan,18057,33239,40517,8590,3781
2768,Calhoun,West Virginia,18053,31679,41920,7603,3141
2769,Izard,Arkansas,18040,30661,39717,13560,5682
2770,Tillman,Oklahoma,18035,36354,45487,7898,3013
2771,Evangeline,Louisiana,18023,31832,41022,33793,11967
2772,San Saba,Texas,18009,37743,45678,6050,2035
2773,Avoyelles,Louisiana,18006,33942,40311,41765,15332
2774,Hale,Texas,18004,41191,45971,36150,11624
2775,Dunklin,Missouri,17990,31304,38503,31916,12882
2776,Glascock,Georgia,17984,37760,49279,3094,1189
2777,Green,Kentucky,17984,34406,44338,11252,4495
2778,West Carroll,Louisiana,17980,33848,44018,11540,4130
2779,Marshall,Mississippi,17978,36022,41319,36823,13050
2780,Upson,Georgia,17978,35329,43590,26918,10341
2781,Caswell,North Carolina,17975,35315,45925,23462,8813
2782,Candler,Georgia,17974,35070,42466,11045,3861
2783,Greer,Oklahoma,17969,39900,48694,6178,2246
2784,Lawrence,Kentucky,17960,33525,42182,15877,5823
2785,Clark,Arkansas,17960,32721,48735,22912,8341
2786,Twiggs,Georgia,17952,31234,35901,8808,3056
2787,Clayton,Georgia,17950,40606,45355,262455,86274
2788,Halifax,North Carolina,17937,32329,42607,54251,21550
2789,Webster,West Virginia,17937,27645,34786,9073,3928
2790,Quay,New Mexico,17936,30802,41304,8890,3476
2791,Morgan,Missouri,17935,34797,45048,20392,8164
2792,Grainger,Tennessee,17933,32364,41071,22653,9003
2793,Real,Texas,17931,33885,38438,3348,1127
2794,San Miguel,New Mexico,17926,28275,40284,29093,11435
2795,McDuffie,Georgia,17922,37487,44510,21697,8143
2796,Northampton,North Carolina,17919,31433,37249,21645,8604
2797,Vance,North Carolina,17905,34987,41930,45120,16640
2798,Tulare,California,17894,42708,45500,446644,131642
2799,Letcher,Kentucky,17886,31200,44104,24202,9366
2800,Newton,Arkansas,17884,30038,37243,8211,3507
2801,Warren,Georgia,17884,27796,34030,5706,2208
2802,Swisher,Texas,17880,36753,45110,7807,2604
2803,Sumter,Georgia,17879,33796,43138,32099,11493
2804,Barbour,West Virginia,17876,37327,44395,16655,6099
2805,Gilmer,West Virginia,17870,38442,49852,8678,2590
2806,Texas County,Missouri,17868,36082,45212,25830,9370
2807,Val Verde,Texas,17867,40450,45452,48730,15082
2808,Hertford,North Carolina,17863,33406,41713,24516,8624
2809,Caddo,Oklahoma,17858,39267,48238,29605,10230
2810,Madera,California,17847,45625,50772,151435,42516
2811,Todd,Kentucky,17846,41541,51241,12505,4574
2812,Ritchie,West Virginia,17843,35769,45615,10303,4032
2813,Atoka,Oklahoma,17842,37012,41653,14070,5303
2814,Iron,Utah,17839,42369,49829,46435,15435
2815,Clinch,Georgia,17815,30345,42792,6766,2586
2816,Sanpete,Utah,17811,48369,58486,27930,7781
2817,Cassia,Idaho,17801,42039,51608,23054,7653
2818,Okeechobee,Florida,17787,34570,43119,39642,12999
2819,Pulaski,Georgia,17781,41550,48257,11775,4034
2820,Calhoun,Arkansas,17763,30980,44638,5319,2046
2821,Canyon,Idaho,17755,42105,47302,192153,63442
2822,Franklin,Louisiana,17752,31214,40147,20699,7704
2823,Sierra,New Mexico,17752,27430,40786,11898,4350
2824,Lewis,Tennessee,17751,34397,42415,12049,4750
2825,Bradford,Florida,17749,40259,49562,27981,8857
2826,Morgan,Tennessee,17747,37631,45434,21964,7455
2827,Choctaw,Oklahoma,17739,30201,42011,15167,6043
2828,Washington Parish,Louisiana,17735,31778,41963,46935,17599
2829,Hampshire,West Virginia,17734,27766,45831,23746,10570
10%,,,17730,,,,
2830,Floyd,Kentucky,17716,30476,37838,39448,15422
2831,Wayne,Tennessee,17706,33198,44653,16996,6093
2832,Washington County,Missouri,17703,34702,41108,25135,9199
2833,Baraga,Michigan,17701,41189,51705,8787,3234
2834,Cumberland,Kentucky,17697,31593,37620,6842,2604
2835,Orangeburg,South Carolina,17687,34110,42038,91836,34180
2836,Power,Idaho,17684,44212,45837,7756,2568
2837,Jeff Davis,Georgia,17684,36296,42577,15042,5509
2838,Dawson,Texas,17677,39714,51946,13771,4414
2839,Clarendon,South Carolina,17665,31410,40172,34652,12690
2840,Santa Cruz,Arizona,17664,37745,41774,47122,15078
2841,Arthur,Nebraska,17656,40568,48750,507,177
2842,Robertson,Kentucky,17641,31786,49643,2254,884
2843,Seminole,Georgia,17641,30521,38173,8831,3317
2844,Lunenburg,Virginia,17630,35237,41875,12759,4572
2845,Franklin,Idaho,17620,44962,56044,12801,4150
2846,Gadsden,Florida,17615,35380,50314,46860,16662
2847,McCurtain,Oklahoma,17615,31790,40224,33143,13078
2848,Turner,Georgia,17609,28326,34176,8637,3166
2849,Randolph,Missouri,17587,37203,47844,25253,8925
2850,Early,Georgia,17579,28853,40732,10787,4030
2851,Jenkins,Georgia,17565,26104,35490,8642,3354
2852,Adams,Mississippi,17544,27381,36044,32308,12087
2853,Deaf Smith,Texas,17532,41444,47763,19307,6191
2854,Jackson,Florida,17525,36809,48028,49326,16244
2855,Dimmit,Texas,17516,36681,44403,10270,3542
2856,Washington County,Georgia,17515,33652,45757,20982,7119
2857,Claiborne,Louisiana,17512,32996,39539,16964,5726
2858,McDonald,Missouri,17505,37997,45172,22892,8221
2859,Buchanan,Virginia,17489,29848,38734,23920,9485
2860,Uvalde,Texas,17479,34902,41173,26578,8619
2861,Marion,Georgia,17479,33301,49229,8673,3000
2862,Roosevelt,New Mexico,17477,38764,42703,19984,7043
2863,Cocke,Tennessee,17476,30573,39065,35596,14917
2864,Blaine,Montana,17437,37151,41797,6550,2237
2865,Bibb,Alabama,17427,36447,43004,22754,7091
2866,Union,Tennessee,17426,34399,40717,19177,7406
2867,Lincoln,Kentucky,17420,33651,43121,24602,9692
2868,Summers,West Virginia,17416,33784,44595,13795,5350
2869,Howell,Missouri,17416,32533,41181,40458,15796
2870,Butler,Alabama,17403,29918,38500,20624,8235
2871,Stone,Arkansas,17403,29832,39665,12517,5135
2872,Washington County,Florida,17385,38501,45152,24702,8533
2873,Hempstead,Arkansas,17376,32056,43407,22509,8296
2874,Cochran,Texas,17371,38650,43458,3068,1039
2875,Adair,Kentucky,17371,32524,45463,18696,7241
2876,Hickory,Missouri,17361,29325,36457,9499,4219
2877,Jasper,South Carolina,17350,36413,42070,25408,8563
2878,Roane,West Virginia,17341,28513,38920,14807,5975
2879,St. Clair,Missouri,17337,31539,42242,9649,4139
2880,Wheatland,Montana,17336,31867,43594,2138,817
2881,Doddridge,West Virginia,17334,34817,43622,8213,2778
2882,Madison,Missouri,17316,35870,39718,12350,4603
2883,Conejos,Colorado,17316,34526,44338,8256,3099
2884,Hart,Kentucky,17273,33408,42359,18345,7115
2885,Wayne,Georgia,17270,35830,43465,30187,10171
2886,Lanier,Georgia,17264,39452,51739,10250,3725
2887,Dallas,Alabama,17245,26519,38063,43091,16173
2888,Covington,Mississippi,17241,33381,42657,19520,7036
2889,Richmond,North Carolina,17236,32384,40322,46534,18254
2890,Wilkinson,Georgia,17228,36173,44025,9520,3348
2891,Ozark,Missouri,17215,32078,37938,9653,4063
2892,Perry,Tennessee,17214,32845,39661,7861,3187
2893,Lafayette,Arkansas,17212,29732,38913,7501,2722
2894,Prince Edward,Virginia,17208,37436,48282,23166,7453
2895,Crowley,Colorado,17187,31477,41270,5629,1173
2896,Perry,Mississippi,17183,36124,40267,12174,4483
2897,Jerome,Idaho,17182,40126,46585,22391,7676
2898,Holmes,Ohio,17177,45477,53295,42841,12467
2899,Tensas,Louisiana,17175,27543,35328,5105,2049
2900,Metcalfe,Kentucky,17171,31750,40943,10043,3919
2901,Graham,Arizona,17168,44943,50583,37168,11031
2902,Buckingham,Virginia,17167,38648,48786,17126,5817
2903,Long,Georgia,17158,42651,50522,15285,4841
2904,Pickens,Alabama,17153,28741,38728,19516,7926
2905,Choctaw,Mississippi,17145,29876,41164,8440,3378
2906,Chesterfield,South Carolina,17140,31252,40989,46452,17622
2907,Duplin,North Carolina,17122,34433,42029,59169,22052
2908,Scott,Tennessee,17121,28401,35842,22154,8206
2909,Wilkes,Georgia,17120,28983,39534,10265,4083
2910,Russell,Kentucky,17107,29721,37256,17636,7270
2911,Thurston,Nebraska,17106,41400,49612,6915,2050
2912,Charlton,Georgia,17102,40111,50091,13080,3727
2913,Bertie,North Carolina,17096,30768,40850,20879,7629
2914,Rowan,Kentucky,17094,35236,47044,23425,8305
2915,Harrisonburg City,Virginia,17080,38048,53588,49926,15701
2916,Taylor,Georgia,17078,27455,35017,8595,3681
2917,Emanuel,Georgia,17064,32046,37388,22669,8026
2918,Drew,Arkansas,17057,31171,39884,18686,7496
2919,Taylor,Florida,17045,36356,42684,22660,7672
2920,Calhoun,Mississippi,17034,30000,39502,14875,5944
2921,Coffee,Georgia,17031,35693,41964,42841,14497
2922,Colquitt,Georgia,17025,32484,38765,45781,15918
2923,Athens,Ohio,17019,33823,50583,64811,22181
2924,Baker,Georgia,17019,27353,46696,3410,1374
2925,Macon,Tennessee,17009,35306,42307,22416,8544
2926,Talbot,Georgia,16993,32424,38993,6689,2682
2927,Yell,Arkansas,16992,35535,41469,22014,7917
2928,Amite,Mississippi,16977,30750,36277,13061,5212
2929,Edgecombe,North Carolina,16971,33960,42351,56049,21021
2930,Piute,Utah,16959,38500,50179,1791,570
2931,Adams,Washington,16940,43926,48121,18802,5738
2932,Monroe,Arkansas,16939,27263,35422,8002,3393
2933,Brantley,Georgia,16938,36070,41975,18409,6550
2934,Poinsett,Arkansas,16919,32089,39616,24403,9369
2935,Carroll,Mississippi,16897,31039,41038,10501,3757
2936,Roosevelt,Montana,16888,36920,49649,10665,3264
